bawin,category,movie_title,nominee,year_film
True,actor,the goodbye girl,richard dreyfuss,1978
False,actor,death on the nile,peter ustinov,1978
False,actor,magic,anthony hopkins,1978
False,actor,midnight express,brad davis,1978
True,actor,the china syndrome,jack lemmon,1979
False,actor,manhattan,woody allen,1979
False,actor,the deer hunter,robert de niro,1979
False,actor,apocalypse now,martin sheen,1979
True,actor,the elephant man,john hurt,1980
False,actor,kramer vs. kramer,dustin hoffman,1980
False,actor,all that jazz,roy scheider,1980
False,actor,being there,peter sellers,1980
True,actor,atlantic city,burt lancaster,1981
False,actor,raging bull,robert de niro,1981
False,actor,the long good friday,bob hoskins,1981
False,actor,the french lieutenant's woman,jeremy irons,1981
True,actor,gandhi,ben kingsley,1982
False,actor,reds,warren beatty,1982
False,actor,shoot the moon,albert finney,1982
False,actor,on golden pond,henry fonda,1982
False,actor,missing,jack lemmon,1982
True,actor,educating rita,michael caine,1983
False,actor,tootsie ,dustin hoffman,1983
False,actor,the honorary consul,michael caine,1983
False,actor,the king of comedy,robert de niro,1983
True,actor,the killing fields,haing s. ngor,1984
False,actor,the dresser,tom courtenay,1984
False,actor,the dresser,albert finney,1984
False,actor,the killing fields,sam waterston,1984
True,actor,kiss of the spider woman,william hurt,1985
False,actor,amadeus,f. murray abraham,1985
False,actor,witness,harrison ford,1985
False,actor,a passage to india,victor banerjee,1985
True,actor,mona lisa,bob hoskins,1986
False,actor,hannah and her sisters,woody allen,1986
False,actor,hannah and her sisters,michael caine,1986
False,actor,crocodile dundee,paul hogan,1986
True,actor,the name of the rose,sean connery,1987
False,actor,jean de florette,gérard depardieu,1987
False,actor,jean de florette,yves montand,1987
False,actor,prick up your ears,gary oldman,1987
True,actor,a fish called wanda,john cleese,1988
False,actor,fatal attraction,michael douglas,1988
False,actor,a fish called wanda,kevin kline,1988
False,actor,"good morning, vietnam",robin williams,1988
True,actor,my left foot,daniel day-lewis,1989
False,actor,henry v,kenneth branagh,1989
False,actor,rain man,dustin hoffman,1989
False,actor,dead poets society,robin williams,1989
True,actor,cinema paradiso (nuovo cinema paradiso),philippe noiret,1990
False,actor,the hunt for red october,sean connery,1990
False,actor,born on the fourth of july,tom cruise,1990
False,actor,goodfellas,robert de niro,1990
True,actor,the silence of the lambs,anthony hopkins,1991
False,actor,dances with wolves,kevin costner,1991
False,actor,cyrano de bergerac,gérard depardieu,1991
False,actor,"truly, madly, deeply",alan rickman,1991
True,actor,chaplin,robert downey jr.,1992
False,actor,the last of the mohicans,daniel day-lewis,1992
False,actor,the crying game,stephen rea,1992
False,actor,the player,tim robbins,1992
True,actor,the remains of the day,anthony hopkins,1993
False,actor,in the name of the father,daniel day-lewis,1993
False,actor,shadowlands,daniel day-lewis,1993
False,actor,schindler's list,liam neeson,1993
True,actor,four weddings and a funeral,hugh grant,1994
False,actor,forrest gump,tom hanks,1994
False,actor,"the adventures of priscilla, queen of the desert",terence stamp,1994
False,actor,pulp fiction,john travolta,1994
True,actor,the madness of king george,nigel hawthorne,1995
False,actor,leaving las vegas,nicolas cage,1995
False,actor,carrington,jonathan pryce,1995
False,actor,il postino: the postman,massimo troisi,1995
True,actor,shine,geoffrey rush,1996
False,actor,the english patient,ralph fiennes,1996
False,actor,richard iii,ian mckellen,1996
False,actor,secrets & lies,timothy spall,1996
True,actor,the full monty,robert carlyle,1997
False,actor,mrs brown,billy connolly,1997
False,actor,l.a. confidential,kevin spacey,1997
False,actor,nil by mouth,ray winstone,1997
True,actor,life is beautiful (la vita è bella),roberto benigni,1998
False,actor,little voice,michael caine,1998
False,actor,saving private ryan,tom hanks,1998
False,actor,shakespeare in love,joseph fiennes,1998
True,actor,american beauty,kevin spacey,1999
False,actor,topsy-turvy,jim broadbent,1999
False,actor,the insider,russell crowe,1999
False,actor,the end of the affair,ralph fiennes,1999
False,actor,east is east,om puri,1999
True,actor,billy elliot,jamie bell,2000
False,actor,gladiator,russell crowe,2000
False,actor,wonder boys,michael douglas,2000
False,actor,cast away,tom hanks,2000
False,actor,quills,geoffrey rush,2000
True,actor,a beautiful mind,russell crowe,2001
False,actor,iris,jim broadbent,2001
False,actor,the lord of the rings: the fellowship of the ring,ian mckellen,2001
False,actor,the shipping news,kevin spacey,2001
False,actor,in the bedroom,tom wilkinson,2001
True,actor,gangs of new york,daniel day-lewis,2002
False,actor,the pianist,adrien brody,2002
False,actor,adaptation,nicolas cage,2002
False,actor,the quiet american,michael caine,2002
False,actor,about schmidt,jack nicholson,2002
True,actor,lost in translation,bill murray,2003
False,actor,21 grams,benicio del toro,2003
False,actor,pirates of the caribbean: the curse of the black pearl,johnny depp,2003
False,actor,cold mountain,jude law,2003
False,actor,21 grams,sean penn,2003
False,actor,mystic river,sean penn,2003
True,actor,ray,jamie foxx,2004
False,actor,eternal sunshine of the spotless mind,jim carrey,2004
False,actor,finding neverland,johnny depp,2004
False,actor,the aviator,leonardo dicaprio,2004
False,actor,the motorcycle diaries (diarios de motocicleta),gael garcía bernal,2004
True,actor,capote,philip seymour hoffman,2005
False,actor,the constant gardener,ralph fiennes,2005
False,actor,brokeback mountain,heath ledger,2005
False,actor,walk the line,joaquin phoenix,2005
False,actor,"good night, and good luck.",david strathairn,2005
True,actor,the last king of scotland,forest whitaker,2006
False,actor,casino royale,daniel craig,2006
False,actor,the departed,leonardo dicaprio,2006
False,actor,the history boys,richard griffiths,2006
False,actor,venus,peter o'toole,2006
True,actor,there will be blood,daniel day-lewis,2007
False,actor,michael clayton,george clooney,2007
False,actor,atonement,james mcavoy,2007
False,actor,eastern promises,viggo mortensen,2007
False,actor,the lives of others (das leben der anderen),ulrich mühe,2007
True,actor,the wrestler,mickey rourke,2008
False,actor,frost/nixon,frank langella,2008
False,actor,slumdog millionaire,dev patel,2008
False,actor,milk,sean penn,2008
False,actor,the curious case of benjamin button,brad pitt,2008
True,actor,a single man,colin firth,2009
False,actor,crazy heart,jeff bridges,2009
False,actor,up in the air,george clooney,2009
False,actor,the hurt locker,jeremy renner,2009
False,actor,sex & drugs & rock & roll,andy serkis,2009
True,actor,the king's speech,colin firth,2010
False,actor,biutiful,javier bardem,2010
False,actor,true grit,jeff bridges,2010
False,actor,the social network,jesse eisenberg,2010
False,actor,127 hours,james franco,2010
True,actor,the artist,jean dujardin,2011
False,actor,the descendants,george clooney,2011
False,actor,shame,michael fassbender,2011
False,actor,tinker tailor soldier spy,gary oldman,2011
False,actor,moneyball,brad pitt,2011
True,actor,lincoln,daniel day-lewis,2012
False,actor,argo,ben affleck,2012
False,actor,silver linings playbook,bradley cooper,2012
False,actor,les misérables,hugh jackman,2012
False,actor,the master,joaquin phoenix,2012
True,actor,12 years a slave,chiwetel ejiofor,2013
False,actor,american hustle,christian bale,2013
False,actor,nebraska,bruce dern,2013
False,actor,the wolf of wall street,leonardo dicaprio,2013
False,actor,captain phillips,tom hanks,2013
True,actor,the theory of everything,eddie redmayne,2014
False,actor,the imitation game,benedict cumberbatch,2014
False,actor,the grand budapest hotel,ralph fiennes,2014
False,actor,nightcrawler,jake gyllenhaal,2014
False,actor,birdman,michael keaton,2014
True,actor,the revenant,leonardo dicaprio,2015
False,actor,trumbo,bryan cranston,2015
False,actor,the martian,matt damon,2015
False,actor,steve jobs,michael fassbender,2015
False,actor,the danish girl,eddie redmayne,2015
True,actor,manchester by the sea,casey affleck,2016
False,actor,hacksaw ridge,andrew garfield,2016
False,actor,la la land,ryan gosling,2016
False,actor,nocturnal animals,jake gyllenhaal,2016
False,actor,captain fantastic,viggo mortensen,2016
True,actor,darkest hour,gary oldman,2017
False,actor,film stars don't die in liverpool,jamie bell,2017
False,actor,call me by your name,timothée chalamet,2017
False,actor,phantom thread,daniel day-lewis,2017
False,actor,get out,daniel kaluuya,2017
True,actor,bohemian rhapsody,rami malek,2018
False,actor,vice,christian bale,2018
False,actor,stan & ollie,steve coogan,2018
False,actor,a star is born,bradley cooper,2018
False,actor,green book,viggo mortensen,2018
True,actor,joker,joaquin phoenix,2019
False,actor,once upon a time in hollywood,leonardo dicaprio,2019
False,actor,marriage story,adam driver,2019
False,actor,rocketman,taron egerton,2019
False,actor,the two popes,jonathan pryce,2019
True,supporting actor,the bofors gun,ian holm,1968
False,supporting actor,the lion in winter,anthony hopkins,1968
False,supporting actor,romeo and juliet,john mcenery,1968
False,supporting actor,no way to treat a lady,george segal,1968
True,supporting actor,oh! what a lovely war,laurence olivier,1969
False,supporting actor,"goodbye, columbus",jack klugman,1969
False,supporting actor,easy rider,jack nicholson,1969
False,supporting actor,bullitt,robert vaughn,1969
True,supporting actor,kes,colin welland,1970
False,supporting actor,the railway children,bernard cribbins,1970
False,supporting actor,ryan's daughter,john mills,1970
False,supporting actor,"they shoot horses, don't they?",gig young,1970
True,supporting actor,the go-between,edward fox,1971
False,supporting actor,the go-between,michael gough,1971
False,supporting actor,get carter,ian hendry,1971
False,supporting actor,10 rillington place,john hurt,1971
True,supporting actor,the last picture show,ben johnson,1972
False,supporting actor,the boy friend,max adrian,1972
False,supporting actor,the godfather,robert duvall,1972
False,supporting actor,lady caroline lamb,ralph richardson,1972
True,supporting actor,o lucky man!,arthur lowe,1973
False,supporting actor,the offence,ian bannen,1973
False,supporting actor,a doll's house,denholm elliott,1973
False,supporting actor,the day of the jackal,michael lonsdale,1973
True,supporting actor,murder on the orient express,john gielgud,1974
False,supporting actor,stardust,adam faith,1974
False,supporting actor,chinatown,john huston,1974
False,supporting actor,the last detail,randy quaid,1974
True,supporting actor,the towering inferno,fred astaire,1975
False,supporting actor,the taking of pelham one two three,martin balsam,1975
False,supporting actor,the day of the locust,burgess meredith,1975
False,supporting actor,shampoo,jack warden,1975
True,supporting actor,one flew over the cuckoo's nest,brad dourif,1976
False,supporting actor,all the president's men,martin balsam,1976
False,supporting actor,the slipper and the rose,michael hordern,1976
False,supporting actor,all the president's men,jason robards,1976
True,supporting actor,a bridge too far,edward fox,1977
False,supporting actor,equus,colin blakely,1977
False,supporting actor,network,robert duvall,1977
False,supporting actor,the front,zero mostel,1977
True,supporting actor,midnight express,john hurt,1978
False,supporting actor,superman,gene hackman,1978
False,supporting actor,julia,jason robards,1978
False,supporting actor,close encounters of the third kind,françois truffaut,1978
True,supporting actor,apocalypse now,robert duvall,1979
False,supporting actor,saint jack,denholm elliott,1979
False,supporting actor,alien,john hurt,1979
False,supporting actor,the deer hunter,christopher walken,1979
True,supporting actor,chariots of fire,ian holm,1981
False,supporting actor,raiders of the lost ark,denholm elliott,1981
False,supporting actor,arthur,john gielgud,1981
False,supporting actor,chariots of fire,nigel havers,1981
True,supporting actor,reds,jack nicholson,1982
False,supporting actor,the return of the soldier,frank finlay,1982
False,supporting actor,gandhi,edward fox,1982
False,supporting actor,gandhi,roshan seth,1982
True,supporting actor,trading places,denholm elliott,1983
False,supporting actor,the honorary consul,bob hoskins,1983
False,supporting actor,local hero,burt lancaster,1983
False,supporting actor,the king of comedy,jerry lewis,1983
True,supporting actor,a private function,denholm elliott,1984
False,supporting actor,gorky park,michael elphick,1984
False,supporting actor,"greystoke: the legend of tarzan, lord of the apes",ian holm,1984
False,supporting actor,"greystoke: the legend of tarzan, lord of the apes",ralph richardson,1984
True,supporting actor,defence of the realm,denholm elliott,1985
False,supporting actor,a passage to india,james fox,1985
False,supporting actor,plenty,john gielgud,1985
False,supporting actor,my beautiful laundrette,saeed jaffrey,1985
True,supporting actor,the mission,ray mcanally,1986
False,supporting actor,out of africa,klaus maria brandauer,1986
False,supporting actor,a room with a view,simon callow,1986
False,supporting actor,a room with a view,denholm elliott,1986
True,supporting actor,jean de florette,daniel auteuil,1987
False,supporting actor,hope and glory,ian bannen,1987
False,supporting actor,the untouchables,sean connery,1987
False,supporting actor,cry freedom,john thaw,1987
True,supporting actor,a fish called wanda,michael palin,1988
False,supporting actor,white mischief,joss ackland,1988
False,supporting actor,the last emperor,peter o'toole,1988
False,supporting actor,a world apart,david suchet,1988
True,supporting actor,my left foot,ray mcanally,1989
False,supporting actor,a dry white season,marlon brando,1989
False,supporting actor,indiana jones and the last crusade,sean connery,1989
False,supporting actor,batman,jack nicholson,1989
True,supporting actor,cinema paradiso (nuovo cinema paradiso),salvatore cascio,1990
False,supporting actor,crimes and misdemeanors,alan alda,1990
False,supporting actor,the field,john hurt,1990
False,supporting actor,dick tracy,al pacino,1990
True,supporting actor,robin hood: prince of thieves,alan rickman,1991
False,supporting actor,hamlet,alan bates,1991
False,supporting actor,dead again,derek jacobi,1991
False,supporting actor,the commitments,andrew strong,1991
True,supporting actor,unforgiven,gene hackman,1992
False,supporting actor,the crying game,jaye davidson,1992
False,supporting actor,jfk,tommy lee jones,1992
False,supporting actor,howards end,samuel west,1992
True,supporting actor,schindler's list,ralph fiennes,1993
False,supporting actor,schindler's list,ben kingsley,1993
False,supporting actor,in the line of fire,john malkovich,1993
False,supporting actor,the fugitive,tommy lee jones,1993
True,supporting actor,pulp fiction,samuel l. jackson,1994
False,supporting actor,four weddings and a funeral,simon callow,1994
False,supporting actor,four weddings and a funeral,john hannah,1994
False,supporting actor,quiz show,paul scofield,1994
True,supporting actor,rob roy,tim roth,1995
False,supporting actor,the madness of king george,ian holm,1995
False,supporting actor,ed wood,martin landau,1995
False,supporting actor,sense and sensibility,alan rickman,1995
True,supporting actor,the crucible,paul scofield,1996
False,supporting actor,shine,john gielgud,1996
False,supporting actor,primal fear,edward norton,1996
False,supporting actor,michael collins,alan rickman,1996
True,supporting actor,the full monty,tom wilkinson,1997
False,supporting actor,the full monty,mark addy,1997
False,supporting actor,my best friend's wedding,rupert everett,1997
False,supporting actor,boogie nights,burt reynolds,1997
True,supporting actor,shakespeare in love,geoffrey rush,1998
False,supporting actor,the truman show,ed harris,1998
False,supporting actor,elizabeth,geoffrey rush,1998
False,supporting actor,shakespeare in love,tom wilkinson,1998
True,supporting actor,the talented mr. ripley,jude law,1999
False,supporting actor,american beauty,wes bentley,1999
False,supporting actor,the cider house rules,michael caine,1999
False,supporting actor,notting hill,rhys ifans,1999
False,supporting actor,topsy-turvy,timothy spall,1999
True,supporting actor,traffic,benicio del toro,2000
False,supporting actor,erin brockovich,albert finney,2000
False,supporting actor,billy elliot,gary lewis,2000
False,supporting actor,gladiator,joaquin phoenix,2000
False,supporting actor,gladiator,oliver reed,2000
True,supporting actor,moulin rouge!,jim broadbent,2001
False,supporting actor,iris,hugh bonneville,2001
False,supporting actor,harry potter and the philosopher's stone,robbie coltrane,2001
False,supporting actor,bridget jones's diary,colin firth,2001
False,supporting actor,shrek,eddie murphy,2001
True,supporting actor,catch me if you can,christopher walken,2002
False,supporting actor,adaptation.,chris cooper,2002
False,supporting actor,the hours,ed harris,2002
False,supporting actor,frida,alfred molina,2002
False,supporting actor,road to perdition,paul newman,2002
True,supporting actor,love actually,bill nighy,2003
False,supporting actor,master and commander: the far side of the world,paul bettany,2003
False,supporting actor,big fish,albert finney,2003
False,supporting actor,the lord of the rings: the return of the king,ian mckellen,2003
False,supporting actor,mystic river,tim robbins,2003
True,supporting actor,closer,clive owen,2004
False,supporting actor,the aviator,alan alda,2004
False,supporting actor,vera drake,phil davis,2004
False,supporting actor,collateral,jamie foxx,2004
False,supporting actor,the motorcycle diaries (diarios de motocicleta),rodrigo de la serna,2004
True,supporting actor,brokeback mountain,jake gyllenhaal,2005
False,supporting actor,crash,don cheadle,2005
False,supporting actor,"good night, and good luck.",george clooney,2005
False,supporting actor,syriana,george clooney,2005
False,supporting actor,crash,matt dillon,2005
True,supporting actor,little miss sunshine,alan arkin,2006
False,supporting actor,the last king of scotland,james mcavoy,2006
False,supporting actor,the departed,jack nicholson,2006
False,supporting actor,venus,leslie phillips,2006
False,supporting actor,the queen,michael sheen,2006
True,supporting actor,no country for old men,javier bardem,2007
False,supporting actor,there will be blood,paul dano,2007
False,supporting actor,charlie wilson's war,philip seymour hoffman,2007
False,supporting actor,no country for old men,tommy lee jones,2007
False,supporting actor,michael clayton,tom wilkinson,2007
True,supporting actor,the dark knight,heath ledger,2008
False,supporting actor,tropic thunder,robert downey jr.,2008
False,supporting actor,in bruges,brendan gleeson,2008
False,supporting actor,doubt,philip seymour hoffman,2008
False,supporting actor,burn after reading,brad pitt,2008
True,supporting actor,inglourious basterds,christoph waltz,2009
False,supporting actor,it's complicated,alec baldwin,2009
False,supporting actor,me and orson welles,christian mckay,2009
False,supporting actor,an education,alfred molina,2009
False,supporting actor,the lovely bones,stanley tucci,2009
True,supporting actor,the king's speech,geoffrey rush,2010
False,supporting actor,the fighter,christian bale,2010
False,supporting actor,the social network,andrew garfield,2010
False,supporting actor,the town,pete postlethwaite,2010
False,supporting actor,the kids are all right,mark ruffalo,2010
True,supporting actor,beginners,christopher plummer,2011
False,supporting actor,my week with marilyn,kenneth branagh,2011
False,supporting actor,the iron lady,jim broadbent,2011
False,supporting actor,moneyball,jonah hill,2011
False,supporting actor,the ides of march,philip seymour hoffman,2011
True,supporting actor,django unchained,christoph waltz,2012
False,supporting actor,argo,alan arkin,2012
False,supporting actor,skyfall,javier bardem,2012
False,supporting actor,the master,philip seymour hoffman,2012
False,supporting actor,lincoln,tommy lee jones,2012
True,supporting actor,captain phillips,barkhad abdi,2013
False,supporting actor,rush,daniel brühl,2013
False,supporting actor,american hustle,bradley cooper,2013
False,supporting actor,behind the candelabra,matt damon,2013
False,supporting actor,12 years a slave,michael fassbender,2013
True,supporting actor,whiplash,j. k. simmons,2014
False,supporting actor,foxcatcher,steve carell,2014
False,supporting actor,boyhood,ethan hawke,2014
False,supporting actor,birdman,edward norton,2014
False,supporting actor,foxcatcher,mark ruffalo,2014
True,supporting actor,bridge of spies,mark rylance,2015
False,supporting actor,the big short,christian bale,2015
False,supporting actor,sicario,benicio del toro,2015
False,supporting actor,beasts of no nation,idris elba,2015
False,supporting actor,spotlight,mark ruffalo,2015
True,supporting actor,lion,dev patel,2016
False,supporting actor,moonlight,mahershala ali,2016
False,supporting actor,hell or high water,jeff bridges,2016
False,supporting actor,florence foster jenkins,hugh grant,2016
False,supporting actor,nocturnal animals,aaron taylor-johnson,2016
True,supporting actor,"three billboards outside ebbing, missouri",sam rockwell,2017
False,supporting actor,the florida project,willem dafoe,2017
False,supporting actor,paddington 2,hugh grant,2017
False,supporting actor,"three billboards outside ebbing, missouri",woody harrelson,2017
False,supporting actor,all the money in the world,christopher plummer,2017
True,supporting actor,green book,mahershala ali,2018
False,supporting actor,beautiful boy,timothée chalamet,2018
False,supporting actor,blackkklansman,adam driver,2018
False,supporting actor,can you ever forgive me?,richard e. grant,2018
False,supporting actor,vice,sam rockwell,2018
True,supporting actor,once upon a time in hollywood,brad pitt,2019
False,supporting actor,a beautiful day in the neighborhood,tom hanks,2019
False,supporting actor,the two popes,anthony hopkins,2019
False,supporting actor,the irishman,al pacino,2019
False,supporting actor,the irishman,joe pesci,2019
True,actress,a streetcar named desire,vivien leigh,1952
False,actress,mandy,phyllis calvert,1952
False,actress,i believe in you,celia johnson,1952
False,actress,the sound barrier,ann todd,1952
True,actress,roman holiday,audrey hepburn,1953
False,actress,the captain's paradise,celia johnson,1953
True,actress,the divided heart,yvonne mitchell,1954
False,actress,hobson's choice,brenda de banzie,1954
False,actress,sabrina,audrey hepburn,1954
False,actress,carrington v.c.,margaret leighton,1954
False,actress,carrington v.c.,noelle middleton,1954
True,actress,the ladykillers,katie johnson,1955
False,actress,touch and go,margaret johnston,1955
False,actress,the end of the affair,deborah kerr,1955
False,actress,cast a dark shadow,margaret lockwood,1955
True,actress,a town like alice,virginia mckenna,1956
False,actress,reach for the sky,dorothy alison,1956
False,actress,war and peace,audrey hepburn,1956
True,actress,the story of esther costello,heather sears,1957
False,actress,tea and sympathy,deborah kerr,1957
False,actress,woman in a dressing gown,sylvia syms,1957
True,actress,orders to kill,irene worth,1958
False,actress,room at the top,hermione baddeley,1958
False,actress,aparajito,karuna banerjee,1958
False,actress,carve her name with pride,virginia mckenna,1958
True,actress,the nun's story,audrey hepburn,1959
False,actress,the nun's story,peggy ashcroft,1959
False,actress,sapphire,yvonne mitchell,1959
False,actress,no trees in the street,sylvia syms,1959
False,actress,the horse's mouth,kay walsh,1959
False,actress,separate tables,wendy hiller,1959
True,actress,saturday night and sunday morning,rachel roberts,1960
False,actress,pollyanna,hayley mills,1960
False,actress,sons and lovers,wendy hiller,1960
True,actress,a taste of honey,dora bryan,1961
False,actress,the sundowners,deborah kerr,1961
False,actress,whistle down the wind,hayley mills,1961
True,actress,the l-shaped room,leslie caron,1962
False,actress,the wild and the willing,virginia maskell,1962
False,actress,life for ruth,janet munro,1962
True,actress,this sporting life,rachel roberts,1963
False,actress,billy liar,julie christie,1963
False,actress,tom jones,edith evans,1963
False,actress,the servant,sarah miles,1963
False,actress,sparrows can't sing,barbara windsor,1963
True,actress,charade,audrey hepburn,1964
False,actress,the chalk garden,edith evans,1964
False,actress,the chalk garden,deborah kerr,1964
False,actress,girl with green eyes,rita tushingham,1964
True,actress,darling,julie christie,1965
False,actress,the americanization of emily,julie andrews,1965
False,actress,young cassidy,maggie smith,1965
False,actress,the knack ...and how to get it,rita tushingham,1965
True,actress,who's afraid of virginia woolf?,elizabeth taylor,1966
False,actress,doctor zhivago,julie christie,1966
False,actress,georgy girl,lynn redgrave,1966
False,actress,morgan – a suitable case for treatment,vanessa redgrave,1966
True,actress,the whisperers,edith evans,1967
False,actress,ulysses,barbara jefford,1967
False,actress,the taming of the shrew,elizabeth taylor,1967
True,actress,golden helmet,simone signoret,1952
False,actress,the pit of loneliness,edwige feuillère,1952
False,actress,pat and mike,katharine hepburn,1952
False,actress,the marrying kind,judy holliday,1952
False,actress,the terrible children,nicole stéphane,1952
True,actress,lili,leslie caron,1953
False,actress,"come back, little sheba",shirley booth,1953
False,actress,the medium,marie powers,1953
False,actress,the heart of the matter,maria schell,1953
True,actress,the divided heart,cornell borchers,1954
False,actress,about mrs. leslie,shirley booth,1954
False,actress,phffft,judy holliday,1954
False,actress,dial m for murder,grace kelly,1954
False,actress,"bread, love and dreams",gina lollobrigida,1954
True,actress,marty,betsy blair,1955
False,actress,carmen jones,dorothy dandridge,1955
False,actress,a star is born,judy garland,1955
False,actress,i am a camera,julie harris,1955
False,actress,summertime,katharine hepburn,1955
False,actress,the country girl,grace kelly,1955
False,actress,the road,giulietta masina,1955
False,actress,the seven year itch,marilyn monroe,1955
True,actress,the rose tattoo,anna magnani,1956
False,actress,baby doll,carroll baker,1956
False,actress,smiles of a summer night,eva dahlbeck,1956
False,actress,bhowani junction,ava gardner,1956
False,actress,i'll cry tomorrow,susan hayward,1956
False,actress,the trouble with harry,shirley maclaine,1956
False,actress,picnic,kim novak,1956
False,actress,the rose tattoo,marisa pavan,1956
False,actress,gervaise,maria schell,1956
False,actress,guys and dolls,jean simmons,1956
True,actress,the crucible,simone signoret,1957
False,actress,that night!,augusta dabney,1957
False,actress,the rainmaker,katharine hepburn,1957
False,actress,the story of anastasia,lilli palmer,1957
False,actress,a hatful of rain,eva marie saint,1957
False,actress,the prince and the showgirl,marilyn monroe,1957
False,actress,the three faces of eve,joanne woodward,1957
True,actress,room at the top,simone signoret,1958
False,actress,the inn of the sixth happiness,ingrid bergman,1958
False,actress,wild is the wind,anna magnani,1958
False,actress,nights of cabiria,giulietta masina,1958
False,actress,the cranes are flying,tatiana samoilova,1958
False,actress,cat on a hot tin roof,elizabeth taylor,1958
False,actress,no down payment,joanne woodward,1958
True,actress,ask any girl,shirley maclaine,1959
False,actress,on the beach,ava gardner,1959
False,actress,i want to live!,susan hayward,1959
False,actress,a matter of dignity,ellie lambeti,1959
False,actress,auntie mame,rosalind russell,1959
True,actress,the apartment,shirley maclaine,1960
False,actress,the angry silence,pier angeli,1960
False,actress,never on sunday,melina mercouri,1960
False,actress,hiroshima mon amour,emmanuelle riva,1960
False,actress,elmer gantry,jean simmons,1960
False,actress,the adventure,monica vitti,1960
True,actress,two women,sophia loren,1961
False,actress,rocco and his brothers,annie girardot,1961
False,actress,the hustler,piper laurie,1961
False,actress,a raisin in the sun,claudia mcneil,1961
False,actress,breathless,jean seberg,1961
True,actress,the miracle worker,anne bancroft,1962
False,actress,through a glass darkly,harriet andersson,1962
False,actress,lola,anouk aimée,1962
False,actress,phaedra,melina mercouri,1962
False,actress,jules and jim,jeanne moreau,1962
False,actress,sweet bird of youth,geraldine page,1962
False,actress,splendor in the grass,natalie wood,1962
True,actress,hud,patricia neal,1963
False,actress,what ever happened to baby jane?,joan crawford,1963
False,actress,what ever happened to baby jane?,bette davis,1963
False,actress,days of wine and roses,lee remick,1963
False,actress,divorce italian style,daniela rocca,1963
True,actress,the pumpkin eater,anne bancroft,1964
False,actress,séance on a wet afternoon,kim stanley,1964
False,actress,the night of the iguana,ava gardner,1964
False,actress,irma la douce,shirley maclaine,1964
True,actress,in harm's way,patricia neal,1965
False,actress,cat ballou,jane fonda,1965
False,actress,zorba the greek,lila kedrova,1965
False,actress,ship of fools,simone signoret,1965
True,actress,viva maria!,jeanne moreau,1966
False,actress,viva maria!,brigitte bardot,1966
False,actress,the group,joan hackett,1966
False,actress,the sleeping car murders,simone signoret,1966
True,actress,a man and a woman,anouk aimée,1967
False,actress,"my sister, my love",bibi andersson,1967
False,actress,barefoot in the park,jane fonda,1967
False,actress,the deadly affair,simone signoret,1967
True,actress,guess who's coming to dinner,katharine hepburn,1968
False,actress,the graduate,anne bancroft,1968
False,actress,beauty of the day,catherine deneuve,1968
False,actress,"rachel, rachel",joanne woodward,1968
True,actress,the prime of miss jean brodie,maggie smith,1969
False,actress,john and mary,mia farrow,1969
False,actress,women in love,glenda jackson,1969
False,actress,funny girl,barbra streisand,1969
True,actress,butch cassidy and the sundance kid,katharine ross,1970
False,actress,"they shoot horses, don't they?",jane fonda,1970
False,actress,cactus flower,goldie hawn,1970
False,actress,ryan's daughter,sarah miles,1970
True,actress,sunday bloody sunday,glenda jackson,1971
False,actress,taking off,lynn carlin,1971
False,actress,the go-between,julie christie,1971
False,actress,klute,jane fonda,1971
False,actress,the raging moon,nanette newman,1971
True,actress,cabaret,liza minnelli,1972
False,actress,the butcher,stéphane audran,1972
False,actress,young winston,anne bancroft,1972
False,actress,savage messiah,dorothy tutin,1972
True,actress,the discreet charm of the bourgeoisie,stéphane audran,1973
False,actress,don't look now,julie christie,1973
False,actress,a touch of class,glenda jackson,1973
False,actress,lady sings the blues,diana ross,1973
True,actress,"summer wishes, winter dreams",joanne woodward,1974
False,actress,chinatown,faye dunaway,1974
False,actress,the way we were,barbra streisand,1974
False,actress,the autobiography of miss jane pittman,cicely tyson,1974
True,actress,alice doesn't live here anymore,ellen burstyn,1975
False,actress,the prisoner of second avenue,anne bancroft,1975
False,actress,lenny,valerie perrine,1975
False,actress,scenes from a marriage,liv ullmann,1975
True,actress,one flew over the cuckoo's nest,louise fletcher,1976
False,actress,the shootist,lauren bacall,1976
False,actress,the ritz,rita moreno,1976
False,actress,face to face,liv ullmann,1976
True,actress,annie hall,diane keaton,1977
False,actress,network,faye dunaway,1977
False,actress,3 women,shelley duvall,1977
False,actress,the late show,lily tomlin,1977
True,actress,julia,jane fonda,1978
False,actress,the turning point,anne bancroft,1978
False,actress,an unmarried woman,jill clayburgh,1978
False,actress,the goodbye girl,marsha mason,1978
True,actress,the china syndrome,jane fonda,1979
False,actress,manhattan,diane keaton,1979
False,actress,california suite,maggie smith,1979
False,actress,the deer hunter,meryl streep,1979
True,actress,my brilliant career,judy davis,1980
False,actress,being there,shirley maclaine,1980
False,actress,the rose,bette midler,1980
False,actress,kramer vs. kramer,meryl streep,1980
True,actress,the french lieutenant's woman,meryl streep,1981
False,actress,ordinary people,mary tyler moore,1981
False,actress,quartet,maggie smith,1981
False,actress,coal miner's daughter,sissy spacek,1981
True,actress,on golden pond,katharine hepburn,1982
False,actress,reds,diane keaton,1982
